anomaly,competition,category name,round,heat,couple,criteria,stdev,threshold,ratio,raw data
,157,Rock'n'Roll-Beginners,Final,1,3,DF,0.93,2.3,0.4043478260869566,"[13.75, 11.25, 13.75, 12.5, 13.75, 12.5]"
,157,Rock'n'Roll-Beginners,Final,1,3,CO,0.94,2.0,0.47,"[8.0, 10.0, 11.0, 9.0, 10.0, 10.0]"
,157,Rock'n'Roll-Beginners,Final,1,3,FM,0.73,2.0,0.365,"[9.5, 9.0, 8.5, 7.5, 8.5, 7.5]"
,157,Rock'n'Roll-Beginners,Final,1,3,FW,10.17,14.4,0.7062499999999999,"[-5.0, -25.0, -10.0, -25.0, -25.0, -35.0]"
,157,Rock'n'Roll-Beginners,Final,1,3,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Beginners,Final,1,3,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Beginners,Final,2,258,DF,1.18,2.3,0.5130434782608696,"[10.0, 8.75, 12.5, 11.25, 11.25, 11.25]"
,157,Rock'n'Roll-Beginners,Final,2,258,CO,0.75,2.0,0.375,"[10.0, 8.0, 9.0, 9.0, 10.0, 10.0]"
,157,Rock'n'Roll-Beginners,Final,2,258,FM,1.72,2.0,0.86,"[7.5, 5.0, 5.0, 7.5, 5.0, 2.5]"
,157,Rock'n'Roll-Beginners,Final,2,258,FW,12.13,14.4,0.8423611111111111,"[-10.0, -25.0, -35.0, -35.0, -35.0, -50.0]"
,157,Rock'n'Roll-Beginners,Final,2,258,sm,0.75,2.3,0.32608695652173914,"[0.0, 0.0, -2.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Beginners,Final,2,258,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,1,193,DF,1.2,2.3,0.5217391304347826,"[10.0, 11.25, 10.0, 11.25, 12.5, 8.75]"
yes,157,Rock'n'Roll-Juveniles,Final,1,193,CO,2.19,2.0,1.095,"[9.0, 7.0, 9.0, 9.0, 14.0, 11.0]"
,157,Rock'n'Roll-Juveniles,Final,1,193,FM,0.76,2.0,0.38,"[8.5, 6.5, 7.5, 6.5, 6.5, 6.5]"
,157,Rock'n'Roll-Juveniles,Final,1,193,FW,13.44,14.4,0.9333333333333332,"[-10.0, -35.0, -15.0, -50.0, -35.0, -25.0]"
,157,Rock'n'Roll-Juveniles,Final,1,193,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,1,193,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,157,Rock'n'Roll-Juveniles,Final,2,182,DF,2.33,2.3,1.0130434782608697,"[12.5, 10.0, 12.5, 12.5, 17.5, 11.25]"
yes,157,Rock'n'Roll-Juveniles,Final,2,182,CO,2.08,2.0,1.04,"[9.0, 7.0, 10.0, 10.0, 14.0, 10.0]"
,157,Rock'n'Roll-Juveniles,Final,2,182,FM,1.07,2.0,0.535,"[9.5, 7.5, 8.5, 7.5, 6.5, 6.5]"
,157,Rock'n'Roll-Juveniles,Final,2,182,FW,6.24,14.4,0.43333333333333335,"[-10.0, -15.0, -10.0, -25.0, -15.0, -25.0]"
,157,Rock'n'Roll-Juveniles,Final,2,182,sm,1.49,2.3,0.6478260869565218,"[-4.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,2,182,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,3,27,DF,1.33,2.3,0.5782608695652175,"[12.5, 8.75, 11.25, 11.25, 12.5, 10.0]"
yes,157,Rock'n'Roll-Juveniles,Final,3,27,CO,2.13,2.0,1.065,"[11.0, 8.0, 7.0, 11.0, 13.0, 8.0]"
,157,Rock'n'Roll-Juveniles,Final,3,27,FM,0.9,2.0,0.45,"[9.0, 7.5, 6.5, 7.5, 6.5, 6.5]"
,157,Rock'n'Roll-Juveniles,Final,3,27,FW,6.87,14.4,0.4770833333333333,"[-15.0, -25.0, -25.0, -25.0, -35.0, -35.0]"
,157,Rock'n'Roll-Juveniles,Final,3,27,sm,0.75,2.3,0.32608695652173914,"[0.0, 0.0, -2.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,3,27,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,157,Rock'n'Roll-Juveniles,Final,4,235,DF,2.67,2.3,1.1608695652173913,"[16.25, 16.25, 11.25, 15.0, 20.0, 13.75]"
yes,157,Rock'n'Roll-Juveniles,Final,4,235,CO,2.52,2.0,1.26,"[12.0, 10.0, 9.0, 12.0, 17.0, 12.0]"
,157,Rock'n'Roll-Juveniles,Final,4,235,FM,0.8,2.0,0.4,"[10.0, 8.5, 8.5, 7.5, 9.5, 9.0]"
,157,Rock'n'Roll-Juveniles,Final,4,235,FW,8.37,14.4,0.5812499999999999,"[0.0, -15.0, -25.0, -25.0, -15.0, -15.0]"
,157,Rock'n'Roll-Juveniles,Final,4,235,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,4,235,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,5,57,DF,1.88,2.3,0.8173913043478261,"[13.75, 10.0, 13.75, 10.0, 13.75, 10.0]"
,157,Rock'n'Roll-Juveniles,Final,5,57,CO,1.8,2.0,0.9,"[7.0, 6.0, 11.0, 9.0, 10.0, 7.0]"
,157,Rock'n'Roll-Juveniles,Final,5,57,FM,1.13,2.0,0.565,"[9.0, 6.5, 9.0, 6.5, 9.0, 7.5]"
,157,Rock'n'Roll-Juveniles,Final,5,57,FW,14.07,14.4,0.9770833333333333,"[-5.0, -25.0, -15.0, -50.0, -15.0, -25.0]"
,157,Rock'n'Roll-Juveniles,Final,5,57,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,5,57,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,6,134,DF,2.04,2.3,0.8869565217391305,"[13.75, 10.0, 11.25, 12.5, 16.25, 11.25]"
yes,157,Rock'n'Roll-Juveniles,Final,6,134,CO,2.29,2.0,1.145,"[7.0, 8.0, 8.0, 10.0, 14.0, 9.0]"
,157,Rock'n'Roll-Juveniles,Final,6,134,FM,0.69,2.0,0.345,"[8.5, 7.5, 6.5, 7.5, 8.5, 7.5]"
,157,Rock'n'Roll-Juveniles,Final,6,134,FW,6.87,14.4,0.4770833333333333,"[-15.0, -25.0, -25.0, -35.0, -15.0, -25.0]"
,157,Rock'n'Roll-Juveniles,Final,6,134,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juveniles,Final,6,134,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juniors,Final,1,149,DF,1.37,2.3,0.5956521739130436,"[9.0, 9.0, 9.0, 12.0, 11.0, 8.0]"
,157,Rock'n'Roll-Juniors,Final,1,149,CO,1.7,2.0,0.85,"[10.0, 9.0, 8.0, 12.0, 13.0, 10.0]"
,157,Rock'n'Roll-Juniors,Final,1,149,FM,0.93,2.0,0.465,"[9.0, 6.5, 7.5, 8.5, 7.5, 6.5]"
,157,Rock'n'Roll-Juniors,Final,1,149,FW,8.37,14.4,0.5812499999999999,"[-10.0, -15.0, -15.0, -15.0, -35.0, -25.0]"
,157,Rock'n'Roll-Juniors,Final,1,149,sm,0.94,2.3,0.40869565217391307,"[-2.0, -2.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juniors,Final,1,149,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juniors,Final,2,78,DF,1.26,2.3,0.5478260869565218,"[12.0, 13.0, 11.0, 11.0, 14.0, 14.0]"
,157,Rock'n'Roll-Juniors,Final,2,78,CO,1.07,2.0,0.535,"[13.0, 13.0, 12.0, 12.0, 15.0, 12.0]"
,157,Rock'n'Roll-Juniors,Final,2,78,FM,0.79,2.0,0.395,"[10.0, 9.0, 9.0, 7.5, 9.5, 8.5]"
,157,Rock'n'Roll-Juniors,Final,2,78,FW,4.49,14.4,0.31180555555555556,"[0.0, -10.0, -10.0, -15.0, -10.0, -10.0]"
,157,Rock'n'Roll-Juniors,Final,2,78,sm,1.0,2.3,0.4347826086956522,"[0.0, -2.0, -2.0, 0.0, 0.0, -2.0]"
,157,Rock'n'Roll-Juniors,Final,2,78,bm,3.73,8.0,0.46625,"[-10.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juniors,Final,3,491,DF,1.67,2.3,0.7260869565217392,"[16.0, 14.0, 14.0, 12.0, 17.0, 16.0]"
yes,157,Rock'n'Roll-Juniors,Final,3,491,CO,2.34,2.0,1.17,"[14.0, 14.0, 13.0, 12.0, 18.0, 18.0]"
,157,Rock'n'Roll-Juniors,Final,3,491,FM,0.48,2.0,0.24,"[10.0, 9.0, 9.0, 8.5, 9.5, 9.5]"
,157,Rock'n'Roll-Juniors,Final,3,491,FW,5.53,14.4,0.3840277777777778,"[0.0, -10.0, -10.0, -15.0, -5.0, 0.0]"
,157,Rock'n'Roll-Juniors,Final,3,491,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Juniors,Final,3,491,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,1,229,DF,1.02,2.3,0.44347826086956527,"[8.0, 7.0, 9.0, 7.0, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,1,229,CO,0.76,2.0,0.38,"[6.0, 5.25, 6.75, 7.5, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,1,229,FM,1.74,2.0,0.87,"[7.0, 6.0, 11.0, 7.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,1,229,FW,11.22,14.4,0.7791666666666667,"[-25.0, -35.0, -25.0, -50.0, -50.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,1,229,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,1,229,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,2,158,DF,1.1,2.3,0.47826086956521746,"[8.0, 8.0, 10.0, 7.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,2,158,CO,1.02,2.0,0.51,"[6.0, 5.25, 8.25, 6.75, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,2,158,FM,1.33,2.0,0.665,"[9.0, 8.0, 10.0, 8.0, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,2,158,FW,13.19,14.4,0.9159722222222222,"[-10.0, -35.0, -25.0, -35.0, -50.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,2,158,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,2,158,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,3,115,DF,1.6,2.3,0.6956521739130436,"[8.0, 7.0, 10.0, 10.0, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,3,115,CO,1.25,2.0,0.625,"[8.25, 5.25, 7.5, 7.5, 5.25]"
yes,157,Rock'n'Roll-Small Formation Juniors,Final,3,115,FM,2.19,2.0,1.095,"[10.0, 6.0, 12.0, 10.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,3,115,FW,7.48,14.4,0.5194444444444445,"[-15.0, -25.0, -25.0, -35.0, -35.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,3,115,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,3,115,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,4,174,DF,0.49,2.3,0.21304347826086958,"[9.0, 8.0, 8.0, 9.0, 9.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,4,174,CO,0.56,2.0,0.28,"[6.75, 6.0, 7.5, 7.5, 6.75]"
,157,Rock'n'Roll-Small Formation Juniors,Final,4,174,FM,0.49,2.0,0.245,"[10.0, 9.0, 9.0, 10.0, 9.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,4,174,FW,10.2,14.4,0.7083333333333333,"[-10.0, -15.0, -25.0, -35.0, -35.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,4,174,sm,0.98,2.3,0.42608695652173917,"[-2.0, 0.0, -2.0, -2.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,4,174,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,5,151,DF,0.63,2.3,0.2739130434782609,"[8.0, 9.0, 10.0, 9.0, 9.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,5,151,CO,0.87,2.0,0.435,"[6.75, 6.75, 9.0, 7.5, 6.75]"
,157,Rock'n'Roll-Small Formation Juniors,Final,5,151,FM,0.63,2.0,0.315,"[10.0, 9.0, 9.0, 9.0, 8.0]"
yes,157,Rock'n'Roll-Small Formation Juniors,Final,5,151,FW,16.0,14.4,1.1111111111111112,"[-5.0, -35.0, -15.0, -50.0, -35.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,5,151,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,5,151,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,6,102,DF,0.4,2.3,0.1739130434782609,"[9.0, 9.0, 10.0, 9.0, 9.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,6,102,CO,1.2,2.0,0.6,"[9.0, 6.75, 9.0, 7.5, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,6,102,FM,0.75,2.0,0.375,"[11.0, 10.0, 11.0, 10.0, 9.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,6,102,FW,10.2,14.4,0.7083333333333333,"[-10.0, -15.0, -25.0, -35.0, -35.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,6,102,sm,0.8,2.3,0.3478260869565218,"[0.0, 0.0, -2.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,Final,6,102,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,1,115,DF,1.02,2.3,0.44347826086956527,"[6.0, 7.0, 8.0, 9.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,1,115,CO,1.02,2.0,0.51,"[6.75, 4.5, 6.75, 7.5, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,1,115,FM,0.89,2.0,0.445,"[7.0, 8.0, 9.0, 9.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,1,115,FW,11.66,14.4,0.8097222222222222,"[-15.0, -35.0, -25.0, -35.0, -50.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,1,115,sm,0.98,2.3,0.42608695652173917,"[-2.0, -2.0, -2.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,1,115,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,2,229,DF,1.62,2.3,0.7043478260869567,"[7.0, 5.0, 10.0, 7.0, 8.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,2,229,CO,0.73,2.0,0.365,"[6.0, 4.5, 6.75, 6.0, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,2,229,FM,1.33,2.0,0.665,"[7.0, 5.0, 9.0, 6.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,2,229,FW,4.0,14.4,0.2777777777777778,"[-35.0, -35.0, -25.0, -35.0, -35.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,2,229,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,2,229,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,3,105,DF,1.1,2.3,0.47826086956521746,"[9.0, 6.0, 7.0, 6.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,3,105,CO,0.76,2.0,0.38,"[6.0, 3.75, 5.25, 5.25, 4.5]"
,157,Rock'n'Roll-Small Formation Juniors,First round,3,105,FM,1.02,2.0,0.51,"[9.0, 6.0, 8.0, 7.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,3,105,FW,13.19,14.4,0.9159722222222222,"[-10.0, -35.0, -25.0, -50.0, -35.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,3,105,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,3,105,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,4,174,DF,1.1,2.3,0.47826086956521746,"[8.0, 8.0, 7.0, 7.0, 10.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,4,174,CO,1.22,2.0,0.61,"[7.5, 5.25, 6.0, 5.25, 8.25]"
,157,Rock'n'Roll-Small Formation Juniors,First round,4,174,FM,0.75,2.0,0.375,"[8.0, 9.0, 8.0, 7.0, 9.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,4,174,FW,9.8,14.4,0.6805555555555556,"[-10.0, -35.0, -25.0, -35.0, -35.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,4,174,sm,1.96,2.3,0.8521739130434783,"[-4.0, 0.0, 0.0, -4.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,4,174,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,5,151,DF,1.41,2.3,0.6130434782608696,"[10.0, 7.0, 11.0, 9.0, 8.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,5,151,CO,1.54,2.0,0.77,"[4.5, 5.25, 9.0, 6.75, 6.75]"
,157,Rock'n'Roll-Small Formation Juniors,First round,5,151,FM,1.41,2.0,0.705,"[9.0, 6.0, 10.0, 8.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,5,151,FW,8.72,14.4,0.6055555555555556,"[-10.0, -25.0, -15.0, -25.0, -35.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,5,151,sm,0.98,2.3,0.42608695652173917,"[-2.0, -2.0, 0.0, -2.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,5,151,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,6,102,DF,0.8,2.3,0.3478260869565218,"[11.0, 9.0, 9.0, 9.0, 9.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,6,102,CO,0.6,2.0,0.3,"[7.5, 7.5, 7.5, 7.5, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,6,102,FM,1.5,2.0,0.75,"[11.0, 9.0, 11.0, 10.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,6,102,FW,7.48,14.4,0.5194444444444445,"[-5.0, -15.0, -15.0, -25.0, -25.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,6,102,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,6,102,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,7,158,DF,1.41,2.3,0.6130434782608696,"[8.0, 6.0, 10.0, 9.0, 7.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,7,158,CO,1.1,2.0,0.55,"[8.25, 5.25, 7.5, 7.5, 6.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,7,158,FM,1.79,2.0,0.895,"[11.0, 6.0, 10.0, 10.0, 8.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,7,158,FW,13.19,14.4,0.9159722222222222,"[-10.0, -35.0, -25.0, -35.0, -50.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,7,158,sm,0.98,2.3,0.42608695652173917,"[0.0, 0.0, -2.0, -2.0, 0.0]"
,157,Rock'n'Roll-Small Formation Juniors,First round,7,158,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation,Final,1,335,DF,1.67,2.3,0.7260869565217392,"[10.0, 8.0, 8.0, 9.0, 5.0]"
,157,Rock'n'Roll-Small Formation,Final,1,335,CO,0.87,2.0,0.435,"[5.25, 6.0, 5.25, 7.5, 5.25]"
,157,Rock'n'Roll-Small Formation,Final,1,335,FM,1.5,2.0,0.75,"[9.0, 7.0, 8.0, 9.0, 5.0]"
,157,Rock'n'Roll-Small Formation,Final,1,335,FW,14.35,14.4,0.9965277777777777,"[-10.0, -15.0, -35.0, -25.0, -50.0]"
,157,Rock'n'Roll-Small Formation,Final,1,335,sm,0.8,2.3,0.3478260869565218,"[0.0, 0.0, 0.0, -2.0, 0.0]"
,157,Rock'n'Roll-Small Formation,Final,1,335,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation,Final,2,35,DF,0.75,2.3,0.32608695652173914,"[8.0, 6.0, 7.0, 7.0, 6.0]"
,157,Rock'n'Roll-Small Formation,Final,2,35,CO,1.31,2.0,0.655,"[8.25, 4.5, 6.0, 7.5, 6.0]"
,157,Rock'n'Roll-Small Formation,Final,2,35,FM,1.17,2.0,0.585,"[9.0, 6.0, 9.0, 7.0, 8.0]"
,157,Rock'n'Roll-Small Formation,Final,2,35,FW,13.19,14.4,0.9159722222222222,"[-10.0, -35.0, -25.0, -50.0, -35.0]"
,157,Rock'n'Roll-Small Formation,Final,2,35,sm,0.8,2.3,0.3478260869565218,"[0.0, 0.0, -2.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation,Final,2,35,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Small Formation,Final,3,390,DF,0.75,2.3,0.32608695652173914,"[8.0, 8.0, 10.0, 9.0, 9.0]"
,157,Rock'n'Roll-Small Formation,Final,3,390,CO,1.06,2.0,0.53,"[4.5, 5.25, 6.0, 7.5, 6.75]"
,157,Rock'n'Roll-Small Formation,Final,3,390,FM,1.02,2.0,0.51,"[9.0, 7.0, 9.0, 10.0, 8.0]"
,157,Rock'n'Roll-Small Formation,Final,3,390,FW,13.42,14.4,0.9319444444444445,"[-15.0, -35.0, -15.0, -50.0, -35.0]"
,157,Rock'n'Roll-Small Formation,Final,3,390,sm,0.8,2.3,0.3478260869565218,"[0.0, 0.0, 0.0, -2.0, 0.0]"
,157,Rock'n'Roll-Small Formation,Final,3,390,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Formation Juniors,Final,1,37,DF,0.75,2.3,0.32608695652173914,"[12.0, 12.0, 13.0, 11.0, 11.0]"
,157,Rock'n'Roll-Formation Juniors,Final,1,37,CO,0.3,2.0,0.15,"[9.75, 9.0, 9.0, 9.0, 9.0]"
,157,Rock'n'Roll-Formation Juniors,Final,1,37,FM,0.8,2.0,0.4,"[13.0, 11.0, 12.0, 11.0, 11.0]"
,157,Rock'n'Roll-Formation Juniors,Final,1,37,FW,8.0,14.4,0.5555555555555556,"[0.0, -10.0, -10.0, -25.0, -10.0]"
,157,Rock'n'Roll-Formation Juniors,Final,1,37,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Formation Juniors,Final,1,37,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,157,Rock'n'Roll-Formation Juniors,Final,2,67,DF,1.47,2.3,0.6391304347826088,"[8.0, 8.0, 9.0, 9.0, 5.0]"
,157,Rock'n'Roll-Formation Juniors,Final,2,67,CO,0.87,2.0,0.435,"[5.25, 6.0, 6.75, 7.5, 5.25]"
,157,Rock'n'Roll-Formation Juniors,Final,2,67,FM,1.62,2.0,0.81,"[9.0, 9.0, 11.0, 8.0, 6.0]"
,157,Rock'n'Roll-Formation Juniors,Final,2,67,FW,11.83,14.4,0.8215277777777777,"[-15.0, -25.0, -25.0, -35.0, -50.0]"
,157,Rock'n'Roll-Formation Juniors,Final,2,67,sm,1.26,2.3,0.5478260869565218,"[-2.0, -2.0, -2.0, -4.0, 0.0]"
,157,Rock'n'Roll-Formation Juniors,Final,2,67,bm,4.0,8.0,0.5,"[0.0, 0.0, 0.0, 0.0, -10.0]"
,157,Rock'n'Roll-Formation Juniors,Final,3,144,DF,1.17,2.3,0.5086956521739131,"[11.0, 10.0, 13.0, 10.0, 10.0]"
,157,Rock'n'Roll-Formation Juniors,Final,3,144,CO,1.06,2.0,0.53,"[8.25, 7.5, 9.75, 9.0, 6.75]"
,157,Rock'n'Roll-Formation Juniors,Final,3,144,FM,1.62,2.0,0.81,"[13.0, 9.0, 13.0, 12.0, 10.0]"
